Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8605706867,T708855C,NY,OMT,01/01/2018,14,4DSD,TOYOT,T,74720,0,0,20180831,46,46,46,362219,T201,A,0150P,,BX,I,N,W 184th St,5ft E/of Grand Ave,0,408,c,,YYYYYYY,,,BK,,2016,,0,67,14-No Standing,,,
8605706788,DCN6037,NY,PAS,01/01/2018,71,PICK,NISSA,T,27360,52120,21820,20181118,52,52,52,362219,T201,A,1124A,,BX,O,66,E 190th St,,0,408,j6,,YYYYYYY,,,RD,,2014,,0,67,71A-Insp Sticker Expired (NYS),,,
8609970280,3CC8564,MA,PAS,01/01/2018,14,SUBN,BMW,T,66030,19530,18630,20180088,94,94,94,363529,T301,G,0512P,,K,O,128,N 4th St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,17,14-No Standing,,,
8609970279,N56JGC,NJ,PAS,01/01/2018,14,4DSD,HONDA,T,66030,19530,18630,88880088,94,94,94,363529,T301,G,0510P,,K,F,119,N 4th St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,17,14-No Standing,,,
8609970255,R68GJG,NJ,PAS,01/01/2018,19,4DSD,HONDA,T,18630,66030,65930,88880088,94,94,94,363529,T301,G,0426P,,K,F,247,Bedford Ave,,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,17,19-No Stand (bus stop),,,
8609970243,X808304,IL,PAS,01/01/2018,14,4DSD,TOYOT,T,66030,19530,18630,20180088,94,94,94,363529,T301,G,0348P,,K,O,139,N 4th St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,17,14-No Standing,,,
8609970231,DSG4794,NY,PAS,01/01/2018,14,4DSD,HONDA,T,66030,18630,34130,20180702,94,94,94,363529,T301,G,0325P,,K,F,159,N 4th St,,0,408,c,,YYYYYYY,,,GY,,2007,,0,17,14-No Standing,,,
8609970103,EVL3417,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,19530,66030,65930,20190901,94,94,94,363529,T301,G,1244P,,K,O,189,Berry St,,0,408,j6,,YYYYYYY,,,GY,,2017,,0,17,71A-Insp Sticker Expired (NYS),,,
8609970085,ESV5112,NY,PAS,01/01/2018,71,SUBN,SUBAR,T,66130,19530,18630,20190712,94,94,94,363529,T301,G,1151A,,K,F,119,N 5th St,,0,408,j6,,YYYYYYY,,,BL,,2011,,0,17,71A-Insp Sticker Expired (NYS),,,
8609970073,FPJ8159,NY,PAS,01/01/2018,71,4DSD,BMW,T,19530,66430,66330,20170807,94,94,94,363529,T301,G,1144A,,K,O,123,Berry St,,0,408,j6,,YYYYYYY,,,BK,,2002,,0,17,71A-Insp Sticker Expired (NYS),,,
8609970061,FPJ8159,NY,PAS,01/01/2018,70,4DSD,BMW,T,19530,66430,66330,20170807,94,94,94,363529,T301,G,1143A,,K,O,123,Berry St,,0,408,j3,,YYYYYYY,,,BK,,2002,,0,17,70A-Reg. Sticker Expired (NYS),,,
8609970050,ECL8337,NY,PAS,01/01/2018,71,4DSD,VOLKS,T,66430,19530,18630,20191024,94,94,94,363529,T301,G,1137A,,K,O,149-151,N 8th St,,0,408,j6,,YYYYYYY,,,GY,,2001,,0,17,71A-Insp Sticker Expired (NYS),,,
8610676493,DFTS78,FL,PAS,01/01/2018,14,SUBN,JEEP,T,38950,42730,56530,20180688,84,84,84,362231,T301,I,0531P,,K,O,25,Elm Pl,,0,408,c,,YYYYYYY,,,OTHER,,0,,0,A,14-No Standing,,,
8610676456,438YYH,WA,PAS,01/01/2018,14,4DSD,KIA,T,38950,42730,56530,20180688,84,84,84,362231,T301,I,0408P,,K,O,25,Elm Pl,,0,408,c,,YYYYYYY,,,RED,,0,,0,A,14-No Standing,,,
8610676432,EJS1927,NY,PAS,01/01/2018,71,4DSD,HYUND,T,11830,63030,93230,20180621,88,88,88,362231,T301,I,0342P,,K,F,154,Adelphi St,,0,408,j6,,YYYYYYY,,,BL,,2017,,0,A,71A-Insp Sticker Expired (NYS),,,
8610676420,DNL6974,NY,PAS,01/01/2018,71,SUBN,HONDA,T,63030,0,0,20180130,88,88,88,362231,T301,I,0302P,,K,I,N,Myrtle Ave,45ft E/of St Edwards,0,408,j6,,YYYYYYY,,,BLUE,,2006,,0,A,71A-Insp Sticker Expired (NYS),,,
8610676389,FMA8227,NY,PAS,01/01/2018,14,SUBN,ACURA,T,38950,0,0,20190512,84,84,84,362231,T301,I,0246P,,K,I,W,Elm Pl,70ft S/of Fulton St,0,408,c,,YYYYYYY,,,GY,,2007,,0,A,14-No Standing,,,
8610676250,FXX7611,NY,PAS,01/01/2018,71,SUBN,TOYOT,T,89930,58200,24245,20180606,84,84,84,362231,T301,I,1245P,,K,F,100,Water St,,0,408,j6,,YYYYYYY,,,BK,,2005,,0,A,71A-Insp Sticker Expired (NYS),,,
8610676237,FHV9572,NY,PAS,01/01/2018,71,SUBN,JEEP,T,58200,71330,89930,20190223,84,84,84,362231,T301,I,1217P,,K,F,15,Main St,,0,408,j6,,YYYYYYY,,,GR,,2011,,0,A,71A-Insp Sticker Expired (NYS),,,
8610676225,FCD4561,NC,PAS,01/01/2018,20,SUBN,HONDA,T,58200,76950,71330,20180188,84,84,84,362231,T301,I,1213P,,K,F,1,Main St,,0,408,d,,YYYYYYY,,,OTHER,,0,,0,A,20A-No Parking (Non-COM),,,
8604564457,FZD9182,NY,PAS,01/01/2018,19,SUBN,TOYOT,T,29830,56530,75530,20180521,84,84,84,366527,T301,S,0548P,,K,F,76,Court St,,0,408,c3,,YYYYYYY,,,GY,,2012,,0,03,19-No Stand (bus stop),,,
8604564421,FZG2470,NY,PAS,01/01/2018,71,4DSD,ME/BE,T,56530,42900,51030,20180723,84,84,84,366527,T301,S,0433P,,K,F,177,Livingston St,,0,408,j6,,YYYYYYY,,,GY,,2010,,0,03,71A-Insp Sticker Expired (NYS),,,
8604564408,ZFV2611,NY,ITP,01/01/2018,40,4DSD,ME/BE,T,47100,46220,56530,20180104,84,84,84,366527,T301,S,0246P,,K,F,15,Hanover Pl,,0,408,e2,,YYYYYYY,,,WHITE,,2014,,0,03,40-Fire Hydrant,,,
8604564391,FGE2727,NY,PAS,01/01/2018,19,SUBN,NISSA,T,56530,42900,51030,20190302,84,84,84,366527,T301,S,0228P,,K,F,204,Livingston St,,0,408,c3,,YYYYYYY,,,BK,,2014,,0,03,19-No Stand (bus stop),,,
8604564366,FYT6102,NY,PAS,01/01/2018,40,SUBN,TOYOT,T,56530,38950,20530,20180531,84,84,84,366527,T301,S,1252P,,K,O,250,Livingston St,,0,408,e2,,YYYYYYY,,,BK,,2012,,4,03,40-Fire Hydrant,,,
8603309693,JCMSVR,NY,SRF,01/01/2018,71,SUBN,BMW,T,14490,27094,27096,20180630,105,105,105,355205,T402,M,0203P,,Q,F,229-06,69th Ave,,0,408,j6,,YYYYYYY,,,BK,,2015,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8603309644,ELC8911,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,26840,0,0,20180823,105,105,105,355205,T402,M,0139P,,Q,I,W,218th St,20ft S/of 64th Ave,0,408,j6,,YYYYYYY,,,WH,,2016,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8603309590,AME6701,NY,PAS,01/01/2018,71,4DSD,SAAB,T,26860,15590,15690,20190507,105,105,105,355205,T402,M,0122P,,Q,F,74-06,220th St,,0,408,j6,,YYYYYYY,,,GY,,2005,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8603309577,EPC6074,NY,PAS,01/01/2018,71,SUBN,HONDA,T,15690,15590,26860,20190108,105,105,105,355205,T402,M,0116P,,Q,F,219-02,75th Ave,,0,408,j6,,YYYYYYY,,,BL,,2008,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8603309565,AHE2609,NY,PAS,01/01/2018,71,SUBN,HONDA,T,15690,15590,26860,20190816,105,105,105,355205,T402,M,0112P,,Q,F,219-23,75th Ave,,0,408,j6,,YYYYYYY,,,WH,,2017,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8603309553,DZU7143,NY,PAS,01/01/2018,71,4DSD,HONDA,T,26340,15390,15690,20171230,105,105,105,355205,T402,M,0102P,,Q,O,73-11,210th St,,0,408,j6,,YYYYYYY,,,BL,,2004,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8603309541,DZU7143,NY,PAS,01/01/2018,70,4DSD,HONDA,T,26340,15390,15690,20171230,105,105,105,355205,T402,M,0101P,,Q,O,73-11,210th St,,0,408,j3,,YYYYYYY,,,BL,,2004,,0,CC1,70A-Reg. Sticker Expired (NYS),,,
8603309530,FMT5146,NY,PAS,01/01/2018,70,SUBN,CHRYS,T,26340,15690,41700,20171031,105,105,105,355205,T402,M,1258P,,Q,F,75-10,210th St,,0,408,j3,,YYYYYYY,,,GY,,2005,,0,CC1,70A-Reg. Sticker Expired (NYS),,,
8603309528,FMT5146,NY,PAS,01/01/2018,71,SUBN,CHRYS,T,26340,15690,41700,20171031,105,105,105,355205,T402,M,1257P,,Q,F,75-10,210th St,,0,408,j6,,YYYYYYY,,,GY,,2005,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8603309425,DJK9948,NY,PAS,01/01/2018,70,4DSD,TOYOT,T,47390,0,0,20171208,105,105,105,355205,T402,M,1201P,,Q,I,S,Grand Central Pky,100ft E/of 208th St,0,408,j3,,YYYYYYY,,,WH,,2012,,0,CC1,70A-Reg. Sticker Expired (NYS),,,
8603309413,DJK9948,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,47390,0,0,20171208,105,105,105,355205,T402,M,1200P,,Q,I,S,Grand Central Pky,100ft E/of 208th St,0,408,j6,,YYYYYYY,,,WH,,2012,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8603309395,NYCFCFAN,NY,SRF,01/01/2018,70,4DSD,VOLKS,T,47390,0,0,20171216,105,105,105,355205,T402,M,1154A,,Q,I,S,Grand Central Pky,250ft W/of 86th Dr,0,408,j3,,YYYYYYY,,,WH,,2011,,0,CC1,70A-Reg. Sticker Expired (NYS),,,
8603309383,T726644C,NY,OMT,01/01/2018,70,SUBN,CHEVR,T,26190,17490,17440,20171130,105,105,105,355205,T402,M,1145A,,Q,F,86-91,208th St,,0,408,j3,,YYYYYYY,,,BLACK,,2015,,0,CC1,70A-Reg. Sticker Expired (NYS),,,
8603309358,DYL7034,NY,PAS,01/01/2018,71,4DSD,LEXUS,T,62780,44140,41390,20190513,107,107,107,355205,T402,M,1123A,,Q,O,86-67,Somerset St,,0,408,j6,,YYYYYYY,,,DK/,,2007,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8602865077,8CJ6940,MD,PAS,01/01/2018,20,SUBN,FORD,T,24090,18140,51090,20190588,103,103,103,366537,T402,E,0605P,,Q,O,9027,161st St,,0,408,d,,YYYYYYY,,,RED,,0,,0,19,20A-No Parking (Non-COM),,,
8602865065,4614TZ,MA,999,01/01/2018,20,4DSD,TOYOT,T,24090,18140,51090,20180088,103,103,103,366537,T402,E,0602P,,Q,F,9040,161st St,,0,408,d,,YYYYYYY,,,BLACK,,0,,0,19,20A-No Parking (Non-COM),,,
8602865030,DSF3300,NY,PAS,01/01/2018,20,4DSD,TOYOT,T,51090,20740,20840,20180913,102,102,102,366537,T402,E,0510P,,Q,F,11408,Jamaica Ave,,0,408,d,,YYYYYYY,,,WH,,1989,,0,19,20A-No Parking (Non-COM),,,
8602865028,DSF3300,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,51090,20740,20840,20180913,102,102,102,366537,T402,E,0508P,,Q,F,11408,Jamaica Ave,,0,408,j6,,YYYYYYY,,,WH,,1989,,0,19,71A-Insp Sticker Expired (NYS),,,
8602864991,FHB7225,NY,PAS,01/01/2018,14,SUBN,NISSA,T,57190,51090,28265,20181121,103,103,103,366537,T402,E,0325P,,Q,O,9218,Guy R Brewer Blvd,,0,408,c,,YYYYYYY,,,GY,,2015,,0,19,14-No Standing,,,
8602864980,T624172C,NY,OMT,01/01/2018,71,SUBN,TOYOT,T,24740,49690,18040,20180531,103,103,103,366537,T402,E,0149P,,Q,O,8817,172nd St,,0,408,j6,,YYYYYYY,,,BK,,2017,,0,19,71A-Insp Sticker Expired (NYS),,,
8602864978,ZGA6241,NY,PAS,01/01/2018,40,4DSD,FORD,T,24590,0,0,20180108,103,103,103,366537,T402,E,0127P,,Q,I,E,170th St,20ft N/of 93rd Ave,0,408,e2,,YYYYYYY,,,WHITE,,0,,0,19,40-Fire Hydrant,,,
8602864929,AH02164,CT,999,01/01/2018,14,SUBN,NISSA,T,18140,0,0,88880088,103,103,103,366537,T402,E,1231P,,Q,I,N,90th Ave,30ft E/of 160th St,0,408,c,,YYYYYYY,,,BLACK,,0,,0,19,14-No Standing,,,
8602864917,BLB8289,NY,PAS,01/01/2018,14,4DSD,DODGE,T,18140,0,0,20180416,103,103,103,366537,T402,E,1229P,,Q,I,S,90th Ave,25ft E/of 160th St,0,408,c,,YYYYYYY,,,GY,,1998,,0,19,14-No Standing,,,
8602864905,DFH9931,NY,PAS,01/01/2018,20,SUBN,TOYOT,T,24240,18040,51090,20190329,103,103,103,366537,T402,E,1142A,,Q,F,8912,164th St,,0,408,d,,YYYYYYY,,,BL,,2005,,0,19,20A-No Parking (Non-COM),,,
8602864899,T726751C,NY,OMT,01/01/2018,70,SUBN,HONDA,T,24240,49690,18040,20171231,103,103,103,366537,T402,E,1139A,,Q,O,8840,164th St,,0,408,j3,,YYYYYYY,,,GY,,2017,,0,19,70A-Reg. Sticker Expired (NYS),,,
8602864887,14487SH,NY,SCL,01/01/2018,14,BUS,CHEVR,T,18040,24140,24190,20171231,103,103,103,366537,T402,E,1135A,,Q,F,16211,89th Ave,,0,408,c,,YYYYYYY,,,YW,,2012,,0,19,14-No Standing,,,
8602864875,14487SH,NY,SCL,01/01/2018,70,BUS,CHEVR,T,18040,24140,24190,20171231,103,103,103,366537,T402,E,1133A,,Q,F,16211,89th Ave,,0,408,j3,,YYYYYYY,,,YW,,2012,,0,19,70A-Reg. Sticker Expired (NYS),,,
8601655518,98443MJ,NY,COM,01/01/2018,14,VAN,FORD,T,34510,10410,10510,20190331,14,14,14,363550,T106,I,0213P,,NY,F,64,W 37th St,,0,408,c,,YYYYYYY,,,WH,,2016,,0,15,14-No Standing,,,
8602011430,FPY2705,NY,PAS,01/01/2018,71,SUBN,HYUND,T,19040,51090,18040,20190819,102,102,102,363462,T402,C,0517P,,Q,F,87-35,97th St,,0,408,j6,,YYYYYYY,,,BK,,2006,,0,32,71A-Insp Sticker Expired (NYS),,,
8602011386,T724287C,NY,OMT,01/01/2018,70,SUBN,ME/BE,T,51090,18090,18240,20171231,102,102,102,363462,T402,C,0353P,,Q,F,89-07,Jamaica Ave,,0,408,j3,,YYYYYYY,,,BK,,2017,,0,32,70A-Reg. Sticker Expired (NYS),,,
8602011362,DNV4373,NY,PAS,01/01/2018,71,SUBN,JEEP,T,17990,17290,51090,20181016,102,102,102,363462,T402,C,0317P,,Q,F,85-80,88th St,,0,408,j6,,YYYYYYY,,,BK,,2005,,0,32,71A-Insp Sticker Expired (NYS),,,
8600722883,BGB8418,NY,PAS,01/01/2018,71,4DSD,HONDA,T,35590,14510,15710,20191217,24,24,24,357094,T103,H,0411P,,NY,F,46,W 91st St,,0,408,j6,,YYYYYYY,,,BL,,2008,,0,C,71A-Insp Sticker Expired (NYS),,,
8600722871,ERK3249,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,35310,44990,29690,20190423,20,20,20,357094,T103,H,0256P,,NY,O,336,W 77th St,,0,408,j6,,YYYYYYY,,,GY,,2010,,0,C,71A-Insp Sticker Expired (NYS),,,
8600722858,CKU6251,NY,PAS,01/01/2018,71,SUBN,KIA,T,44990,35850,35870,20190428,24,24,24,357094,T103,H,0137P,,NY,F,910,West End Ave,,0,408,j6,,YYYYYYY,,,GY,,2011,,0,C,71A-Insp Sticker Expired (NYS),,,
8600722846,CDH8420,NY,PAS,01/01/2018,71,4DSD,NS/OT,T,35910,11710,13610,20190120,24,24,24,357094,T103,H,0102P,,NY,F,204,W 107th St,,0,408,j6,,YYYYYYY,,,TAN,,2006,,0,C,71A-Insp Sticker Expired (NYS),,,
8600722834,T673033C,NY,OMT,01/01/2018,71,4DSD,TOYOT,T,14510,35910,35930,20180531,24,24,24,357094,T103,H,1253P,,NY,F,471,Central Park West,,0,408,j6,,YYYYYYY,,,GY,,2015,,0,C,71A-Insp Sticker Expired (NYS),,,
8600722755,HWK1806,NY,PAS,01/01/2018,71,SUBN,HONDA,T,29690,0,0,20191228,24,24,24,357094,T103,H,1119A,,NY,I,W,Riverside Dr,10ft N/of W 88th St,0,408,j6,,YYYYYYY,,,GY,,2010,,0,C,71A-Insp Sticker Expired (NYS),,,
8602474003,FWY4060,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,44890,16850,32580,20180412,1,1,1,363518,T105,G,0405P,,NY,F,136,W Broadway,,0,408,j6,,YYYYYYY,,,BK,,2007,,0,038,71A-Insp Sticker Expired (NYS),,,
8602473965,FPJ7995,NY,PAS,01/01/2018,24,SUBN,ROVER,T,29390,13610,15350,20190804,1,1,1,363518,T105,G,1255P,,NY,F,63,Reade St,,0,408,d5,,YYYYYYY,,,GR,,1997,,0,038,24-No Parking (exc auth veh),,,
8602473928,FRR4576,NY,PAS,01/01/2018,71,4DSD,AUDI,T,12520,21790,33390,20191108,1,1,1,363518,T105,G,1126A,,NY,F,101,Barclay St,,0,408,j6,,YYYYYYY,,,BK,,2013,,0,038,71A-Insp Sticker Expired (NYS),,,
8602473916,ZAWP,NY,ORG,01/01/2018,14,4DSD,LEXUS,T,13015,27100,45440,20180311,1,1,1,363518,T105,G,1106A,,NY,F,33,Beekman St,,0,408,c,,YYYYYYY,,,WH,,2016,,0,038,14-No Standing,,,
8602473886,FYK4550,NY,PAS,01/01/2018,71,VAN,FORD,T,14410,28490,45440,20180430,1,1,1,363518,T105,G,1036A,,NY,F,26,Cedar St,,0,408,j6,,YYYYYYY,,,GY,,2003,,0,038,71A-Insp Sticker Expired (NYS),,,
8602011350,T685606C,NY,OMT,01/01/2018,71,4DSD,TOYOT,T,17740,17290,51090,20180731,102,102,102,363462,T402,C,0308P,,Q,O,85-10,87th St,,0,408,j6,,YYYYYYY,,,BK,,2015,,0,32,71A-Insp Sticker Expired (NYS),,,
8602011325,FRN4398,NY,PAS,01/01/2018,71,SUBN,TOYOT,T,17490,40404,40404,20190830,102,102,102,363462,T402,C,0255P,,Q,O,86-02,86th Rd,,0,408,j6,,YYYYYYY,,,WH,,2008,,0,32,71A-Insp Sticker Expired (NYS),,,
8601114507,23962JA,NY,COM,01/01/2018,46,VAN,FORD,T,44990,35610,35630,20190430,24,24,24,350439,T103,G,1156A,,NY,O,677,West End Ave,,0,408,F1,,YYYYYYY,,,WHITE,,2009,,0,CC1,46B-Double Parking (Com-100Ft),,,
8601114490,FRR4580,NY,PAS,01/01/2018,40,4DSD,AUDI,T,44990,35650,35670,20191113,24,24,24,350439,T103,G,1153A,,NY,F,711,West End Ave,,0,408,e2,,YYYYYYY,,,BK,,2011,,9,CC1,40-Fire Hydrant,,,
8601114489,C39GZP,NJ,PAS,01/01/2018,46,4DSD,MAZDA,T,44990,35670,35690,88880088,24,24,24,350439,T103,G,1149A,,NY,F,720,West End Ave,,0,408,f1,,YYYYYYY,,,GREY,,0,,0,CC1,46A-Double Parking (Non-COM),,,
8600168478,FMS6890,NY,PAS,01/01/2018,14,4DSD,VOLKS,T,18070,27790,24890,20191002,18,18,18,359619,T106,G,0220P,,NY,F,123,E 54th St,,0,408,c,,YYYYYYY,,,GY,,2010,,0,18,14-No Standing,,,
8600168454,T718869C,NY,OMT,01/01/2018,64,SUBN,CHEVR,T,18150,25390,27790,20181031,18,18,18,359619,T106,G,0116P,,NY,F,32-34,E 58th St,,0,408,C8,,YYYYYYY,,,BK,,2015,,0,18,"64-No STD Ex Con/DPL, D/S Dec",,,
8600168442,EDMB40,FL,PAS,01/01/2018,40,SUBN,INFIN,T,27790,0,0,20180788,18,18,18,359619,T106,G,0105P,,NY,I,W,Park Ave,2ft N/of E 57th St,0,408,e2,,YYYYYYY,,,GREY,,0,,1,18,40-Fire Hydrant,,,
8596618272,T693292C,NY,OMT,01/01/2018,70,SUBN,TOYOT,T,59990,15740,15840,20171130,112,112,112,366565,T402,J,0625P,,Q,F,112-16,Queens Blvd,,0,408,j3,,YYYYYYY,,,GY,,2014,,0,07,70A-Reg. Sticker Expired (NYS),,,
8596618223,T730634C,NY,OMT,01/01/2018,71,4DSD,TOYOT,T,59990,13040,13240,20180131,112,112,112,366565,T402,J,0201P,,Q,F,97-09,Queens Blvd,,0,408,j6,,YYYYYYY,,,WH,,2015,,0,07,71-Insp. Sticker Missing (NYS,,,
8596618211,163ZY5,MA,PAS,01/01/2018,40,4DSD,AUDI,T,59990,13440,13440,20180588,112,112,112,366565,T402,J,0157P,,Q,F,97-41,Queens Blvd,,0,408,e2,,YYYYYYY,,,BLACK,,0,,2,07,40-Fire Hydrant,,,
8596618200,GTM4766,NY,PAS,01/01/2018,71,SUBN,VOLVO,T,59990,13440,13690,20181031,112,112,112,366565,T402,J,0130P,,Q,F,97-50,Queens Blvd,,0,408,j6,,YYYYYYY,,,GY,,2015,,0,07,71A-Insp Sticker Expired (NYS),,,
8596618193,T748167C,NY,OMT,01/01/2018,71,SUBN,TOYOT,T,61490,13040,13440,20180630,112,112,112,366565,T402,J,0120P,,Q,F,63-84,Saunders St,,0,408,j6,,YYYYYYY,,,GY,,2017,,0,07,71A-Insp Sticker Expired (NYS),,,
8596618181,DPE2798,NY,PAS,01/01/2018,71,SUBN,CHEVR,T,13790,36390,61490,20180430,112,112,112,366565,T402,J,1146A,,Q,F,96-09,66th Ave,,0,408,j6,,YYYYYYY,,,BLACK,,2012,,0,07,71A-Insp Sticker Expired (NYS),,,
8598026918,9BZ0153,MD,PAS,01/01/2018,14,SUBN,CADIL,T,27880,15350,44890,20180088,1,1,1,358600,T105,C,0402P,,NY,F,33,Park Pl,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,040,14-No Standing,,,
8598026888,2CE6211,MD,PAS,01/01/2018,14,SUBN,AUDI,T,12520,44890,21790,20180088,1,1,1,358600,T105,C,0100P,,NY,F,81,Barclay St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,040,14-No Standing,,,
8598026876,FMH2307,QB,PAS,01/01/2018,61,4DSD,KIA,T,21790,27880,27050,20180088,1,1,1,358600,T105,C,1208P,,NY,F,255,Greenwich St,,0,408,m1,,YYYYYYY,,,WHITE,,0,,0,040,61-Wrong Way,,,
8598026864,5CY8833,MD,PAS,01/01/2018,14,SUBN,JEEP,T,21790,12520,27880,20180088,1,1,1,358600,T105,C,1203P,,NY,O,245,Greenwich St,,0,408,c,,YYYYYYY,,,BLACK,,0,,0,040,14-No Standing,,,
8598026839,FWV2297,PA,PAS,01/01/2018,14,4DSD,HYUND,T,21790,12520,27880,20180088,1,1,1,358600,T105,C,1048A,,NY,O,245,Greenwich St,,0,408,c,,YYYYYYY,,,GOLD,,0,,0,040,14-No Standing,,,
8598968900,FXP2457,NY,PAS,01/01/2018,14,4DSD,MAZDA,T,24050,0,0,20180803,5,5,5,362224,T105,C,0110P,,NY,I,S,John St,40ft W/of Pearl St,0,408,c,,YYYYYYY,,,WH,,2012,,0,042,14-No Standing,,,
8598968882,Y29JDA,NJ,PAS,01/01/2018,14,SUBN,JEEP,T,28490,0,0,88880088,5,5,5,362224,T105,C,1123A,,NY,I,W,Pearl St,15ft N/of Platt St,0,408,c,,YYYYYYY,,,WHITE,,0,,0,042,14-No Standing,,,
8598968845,X64JCN,NJ,PAS,01/01/2018,14,4DSD,DODGE,T,28490,0,0,88880088,5,5,5,362224,T105,C,1040A,,NY,I,W,Pearl St,10ft S/of John St,0,408,c,,YYYYYYY,,,BLACK,,0,,0,042,14-No Standing,,,
8598968810,445YMB,CT,PAS,01/01/2018,17,4DSD,TOYOT,T,25630,45440,21350,20180088,5,5,5,362224,T105,C,1031A,,NY,F,83,Maiden Ln,,0,408,c4,,YYYYYYY,,,BLACK,,0,,0,042,17-No Stand (exc auth veh),,,
8598968808,EHN8499,NY,PAS,01/01/2018,17,SUBN,SUBAR,T,25630,45440,21350,20180415,5,5,5,362224,T105,C,1029A,,NY,F,83,Maiden Ln,,0,408,c4,,YYYYYYY,,,GY,,2017,,0,042,17-No Stand (exc auth veh),,,
8596167559,ETC5575,NY,PAS,01/01/2018,71,4DSD,HONDA,T,15490,0,0,20190714,112,112,112,366538,T402,J,0515P,,Q,I,W,73rd Rd,1ft S/of Austin St,0,408,j6,,YYYYYYY,,,GY,,1995,,0,01,71A-Insp Sticker Expired (NYS),,,
8596167547,FWE8975,NY,PAS,01/01/2018,70,SUBN,JEEP,T,54100,0,0,20171213,112,112,112,366538,T402,J,0507P,,Q,I,S,Lineaus Pl,15ft E/of 76th Ave,0,408,j3,,YYYYYYY,,,WH,,2011,,0,01,70A-Reg. Sticker Expired (NYS),,,
8596167493,T752061C,NY,OMT,01/01/2018,71,SUBN,MITSU,T,61490,0,0,20180731,112,112,112,366538,T402,J,0136P,,Q,I,N,Saunders St,1ft W/of 66th Ave,0,408,j6,,YYYYYYY,,,BK,,2017,,0,01,71A-Insp Sticker Expired (NYS),,,
8596167470,EEZ6227,NY,PAS,01/01/2018,71,SUBN,HONDA,T,13040,36390,61490,20180303,112,112,112,366538,T402,J,0110P,,Q,F,94-03,63rd Dr,,0,408,j6,,YYYYYYY,,,BK,,2008,,0,01,71A-Insp Sticker Expired (NYS),,,
8595218663,FYX6361,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,17590,23140,23290,20180805,107,107,107,366466,T402,D,0533P,,Q,F,148-42,87th Ave,,0,408,j6,,YYYYYYY,,,GY,,1997,,0,34,71A-Insp Sticker Expired (NYS),,,
8595218651,EHC3282,NY,PAS,01/01/2018,20,SUBN,HYUND,T,23490,17790,18040,20180406,103,103,103,366466,T402,D,0515P,,Q,F,88-25,153rd St,,0,408,d,,YYYYYYY,,,RD,,2012,,0,34,20A-No Parking (Non-COM),,,
8595218640,22735415,NC,PAS,01/01/2018,14,SUBN,AUDI,T,18040,23490,37830,20171288,103,103,103,366466,T402,D,0509P,,Q,F,153-15,89th Ave,,0,408,c,,YYYYYYY,,,GREY,,0,,0,34,14-No Standing,,,
8595218638,EXC8744,NY,PAS,01/01/2018,71,SUBN,HONDA,T,53490,20440,53890,20180221,106,106,106,366466,T402,D,0410P,,Q,F,111-19,Lefferts Blvd,,0,408,j6,,YYYYYYY,,,BK,,2010,,0,34,71A-Insp Sticker Expired (NYS),,,
8595218511,T748338C,NY,OMT,01/01/2018,71,SUBN,TOYOT,T,17290,68090,18740,20180731,102,102,102,366466,T402,D,0120P,,Q,F,93-17,85th Rd,,0,408,j6,,YYYYYYY,,,BK,,2017,,0,34,71A-Insp Sticker Expired (NYS),,,
8595218500,FPB1987,NY,PAS,01/01/2018,14,SUBN,DODGE,T,17290,68090,18740,20190622,102,102,102,366466,T402,D,0118P,,Q,O,93-15,85th Rd,,0,408,c,,YYYYYYY,,,TN,,2007,,0,34,14-No Standing,,,
